,location,bath,balcony,price,bhk,total_area_in_sqrt
7546,Ramamurthy Nagar,2.0,1.0,62.0,2,1000.0
7547,Ramamurthy Nagar,2.0,1.0,67.0,2,1334.0
7548,Ramamurthy Nagar,2.0,1.0,46.0,2,1200.0
7549,Ramamurthy Nagar,2.0,1.0,57.9,2,1200.0
7551,Ramamurthy Nagar,2.0,0.0,45.0,2,1360.0
7552,Ramamurthy Nagar,2.0,2.0,44.0,2,1170.0
7553,Ramamurthy Nagar,4.0,2.0,130.0,4,2200.0
7554,Ramamurthy Nagar,2.0,1.0,51.66,2,1050.0
7555,Ramamurthy Nagar,3.0,0.0,125.0,3,2316.0
7556,Ramamurthy Nagar,2.0,1.0,50.0,2,1101.0
7557,Ramamurthy Nagar,2.0,2.0,40.0,2,1150.0
7559,Ramamurthy Nagar,2.0,2.0,37.8,2,1050.0
7560,Ramamurthy Nagar,2.0,2.0,39.0,2,935.0
7561,Ramamurthy Nagar,2.0,1.0,68.0,2,1200.0
7562,Ramamurthy Nagar,1.0,0.0,35.0,1,540.0
7563,Ramamurthy Nagar,2.0,2.0,35.0,2,960.0
7564,Rayasandra,2.0,2.0,63.0,3,1314.0
7565,Rayasandra,2.0,2.0,44.95,2,1065.0
7566,Rayasandra,3.0,2.0,75.0,3,1708.0
7567,Rayasandra,3.0,2.0,67.0,3,1577.0
7568,Rayasandra,2.0,2.0,57.0,2,1253.0
7569,Rayasandra,1.0,1.0,26.9,1,583.0
7570,Rayasandra,2.0,1.0,54.0,2,1198.0
7571,Rayasandra,3.0,2.0,75.17,3,1555.0
7572,Rayasandra,3.0,2.0,60.0,3,1458.0
7573,Rayasandra,3.0,3.0,70.0,3,1601.0
7574,Rayasandra,3.0,1.0,76.0,4,1708.0
7575,Rayasandra,1.0,1.0,21.0,1,470.0
7576,Rayasandra,5.0,3.0,145.0,5,3600.0
7577,Rayasandra,2.0,2.0,59.0,3,1357.0
7579,Sahakara Nagar,2.0,2.0,95.0,3,1500.0
7580,Sahakara Nagar,2.0,1.0,56.0,2,1100.0
7581,Sahakara Nagar,2.0,2.0,48.0,2,1219.0
7582,Sahakara Nagar,3.0,1.0,115.0,3,1655.0
7583,Sahakara Nagar,2.0,1.0,54.0,2,1150.0
7584,Sahakara Nagar,2.0,1.0,69.85,2,1270.0
7585,Sahakara Nagar,2.0,3.0,56.0,2,960.0
7586,Sahakara Nagar,2.0,3.0,50.0,2,1048.0
7587,Sahakara Nagar,2.0,1.0,55.0,2,1160.0
7588,Sahakara Nagar,2.0,2.0,75.0,3,1200.0
7589,Sahakara Nagar,4.0,2.0,200.0,4,2500.0
7590,Sahakara Nagar,3.0,3.0,179.0,3,1914.0
7591,Sahakara Nagar,3.0,2.0,125.0,3,1500.0
7592,Sahakara Nagar,2.0,1.0,55.0,2,1100.0
7593,Sahakara Nagar,3.0,2.0,149.0,3,1914.0
7594,Sahakara Nagar,2.0,1.0,60.0,2,1000.0
7596,Sahakara Nagar,2.0,3.0,49.0,2,1175.0
7597,Sahakara Nagar,2.0,2.0,90.0,3,1370.0
7598,Sahakara Nagar,2.0,1.0,55.0,2,1100.0
7599,Sahakara Nagar,2.0,2.0,72.0,2,1180.0
7600,Sahakara Nagar,2.0,2.0,60.0,2,1200.0
7601,Sahakara Nagar,2.0,2.0,45.0,2,1032.0
7602,Sahakara Nagar,2.0,0.0,46.0,2,1200.0
7603,Sahakara Nagar,2.0,1.0,96.0,2,1270.0
7604,Sahakara Nagar,2.0,3.0,80.0,2,1201.0
7605,Sahakara Nagar,2.0,1.0,54.0,2,1200.0
7606,Sahakara Nagar,2.0,2.0,72.3,2,1291.0
7607,Sanjay nagar,2.0,2.0,70.0,2,1000.0
7608,Sanjay nagar,2.0,2.0,98.0,2,1100.0
7609,Sanjay nagar,2.0,3.0,72.2,2,1150.0
7610,Sanjay nagar,3.0,2.0,180.0,3,1800.0
7611,Sanjay nagar,3.0,2.0,250.0,5,3300.0
7612,Sanjay nagar,2.0,2.0,180.0,3,1900.0
7613,Sanjay nagar,2.0,2.0,90.0,2,1575.0
7616,Sanjay nagar,2.0,1.0,55.0,2,960.0
7617,Sanjay nagar,2.0,0.0,59.0,2,1050.0
7618,Sanjay nagar,2.0,0.0,70.0,2,1150.0
7619,Sanjay nagar,3.0,1.0,150.0,3,1500.0
7620,Sanjay nagar,2.0,3.0,80.0,2,1180.0
7621,Sarakki Nagar,4.0,3.0,253.0,3,2121.0
7622,Sarakki Nagar,3.0,2.0,260.0,3,2289.0
7623,Sarakki Nagar,4.0,2.0,325.0,3,2500.0
7624,Sarakki Nagar,4.0,1.0,270.0,3,2145.0
7625,Sarakki Nagar,3.0,2.0,128.0,3,1200.0
7626,Sarakki Nagar,4.0,1.0,338.0,3,2663.0
7630,Sarjapur,3.0,2.0,148.0,3,2250.0
7631,Sarjapur,3.0,1.0,75.0,3,1600.0
7632,Sarjapur,2.0,0.0,43.49,2,1242.5
7633,Sarjapur,2.0,1.0,32.0,2,913.0
7634,Sarjapur,2.0,1.0,60.0,2,1128.0
7635,Sarjapur,2.0,2.0,47.0,2,1185.0
7636,Sarjapur,1.0,0.0,17.535,1,649.5
7637,Sarjapur,2.0,2.0,35.0,2,1020.0
7638,Sarjapur,2.0,1.0,42.0,2,1195.0
7639,Sarjapur,2.0,1.0,44.0,2,1240.0
7640,Sarjapur,2.0,2.0,32.5,2,950.0
7641,Sarjapur,2.0,2.0,68.0,3,1285.0
7643,Sarjapur,2.0,1.0,25.0,2,925.0
7644,Sarjapur,3.0,1.0,160.0,4,3190.0
7645,Sarjapur,2.0,0.0,40.0,2,1215.0
7647,Sarjapur,3.0,2.0,78.0,3,1200.0
7648,Sarjapur,2.0,2.0,30.0,2,1000.0
7649,Sarjapur,2.0,1.0,40.0,2,1157.0
7650,Sarjapur,3.0,1.0,140.0,3,2238.0
7651,Sarjapur,3.0,3.0,85.0,3,2020.0
7652,Sarjapur,3.0,1.0,185.0,4,2885.0
7654,Sarjapur,2.0,1.0,44.3,2,1240.0
7655,Sarjapur,1.0,1.0,19.0,1,625.0
7656,Sarjapur,4.0,0.0,139.5,4,2585.5
7657,Sarjapur,2.0,1.0,25.38,2,940.0
7658,Sarjapur,3.0,1.0,125.0,4,2100.0
7659,Sarjapur,2.0,1.0,36.0,2,913.0
7660,Sarjapur,2.0,0.0,53.35,3,1404.0
7661,Sarjapur,3.0,1.0,88.0,3,1830.0
7662,Sarjapur,2.0,2.0,56.0,3,1364.0
7663,Sarjapur,2.0,1.0,30.35,2,1124.0
7664,Sarjapur,2.0,2.0,32.0,2,1044.0
7665,Sarjapur,1.0,2.0,19.87,1,650.0
7666,Sarjapur,2.0,2.0,42.0,2,1175.0
7667,Sarjapur,2.0,2.0,43.1,2,1240.0
7668,Sarjapur,2.0,1.0,42.0,2,1032.0
7670,Sarjapur,2.0,2.0,34.0,2,1044.0
7671,Sarjapur,3.0,2.0,76.13,3,1200.0
7672,Sarjapur,2.0,2.0,62.0,2,1200.0
7673,Sarjapur,2.0,2.0,27.98,2,900.0
7675,Sarjapur,2.0,2.0,29.0,2,1205.0
7676,Sarjapur,2.0,2.0,32.0,2,850.0
7677,Sarjapur,2.0,1.0,41.68,2,1175.0
7679,Sarjapur,2.0,2.0,33.0,2,920.0
7681,Sarjapur,2.0,1.0,41.0,2,1150.0
7682,Sarjapur,2.0,1.0,42.6,2,1200.0
7683,Sarjapur,3.0,1.0,50.0,3,1333.0
7684,Sarjapur,2.0,2.0,36.0,2,1044.0
7685,Sarjapur,2.0,2.0,35.0,2,950.0
7687,Sarjapur,3.0,0.0,100.0,3,2172.0
7688,Sarjapur,1.0,1.0,17.09,1,633.0
7689,Sarjapur,5.0,2.0,95.0,3,1500.0
7690,Sarjapur,2.0,1.0,87.0,2,1451.0
7691,Sarjapur,3.0,3.0,140.0,4,2400.0
7692,Sarjapur,2.0,2.0,68.0,3,1525.0
7693,Sarjapur,2.0,1.0,45.0,2,1095.0
7694,Sarjapur,3.0,2.0,57.0,3,1425.0
7695,Sarjapur  Road,3.0,2.0,140.0,3,2497.0
7696,Sarjapur  Road,3.0,2.0,98.29,3,1787.0
7697,Sarjapur  Road,3.0,2.0,125.0,3,1787.0
7701,Sarjapur  Road,2.0,1.0,67.0,2,1000.0
7702,Sarjapur  Road,2.0,1.0,74.03,2,1346.0
7703,Sarjapur  Road,2.0,1.0,70.0,2,1195.0
7704,Sarjapur  Road,3.0,3.0,100.0,3,1550.0
7705,Sarjapur  Road,3.0,2.0,125.0,3,2100.0
7707,Sarjapur  Road,3.0,2.0,113.0,3,1691.0
7708,Sarjapur  Road,2.0,2.0,95.0,2,1278.0
7709,Sarjapur  Road,3.0,1.0,140.0,3,2238.0
7710,Sarjapur  Road,3.0,2.0,110.0,3,1800.0
7713,Sarjapur  Road,4.0,1.0,146.0,3,1984.0
7715,Sarjapur  Road,2.0,2.0,59.0,2,1128.0
7717,Sarjapur  Road,3.0,3.0,110.0,3,1700.0
7718,Sarjapur  Road,2.0,2.0,72.0,2,1282.0
7719,Sarjapur  Road,4.0,1.0,310.0,4,4111.0
7720,Sarjapur  Road,6.0,0.0,228.5,4,3430.0
7721,Sarjapur  Road,4.0,3.0,300.0,4,3900.0
7724,Sarjapur  Road,2.0,1.0,62.0,2,1050.0
7725,Sarjapur  Road,3.0,3.0,135.0,3,1700.0
7726,Sarjapur  Road,3.0,2.0,119.0,3,1691.0
7727,Sarjapur  Road,3.0,2.0,140.0,3,1846.0
7728,Sarjapur  Road,3.0,1.0,95.0,3,1200.0
7731,Sarjapur  Road,3.0,2.0,100.0,3,1819.0
7732,Sarjapur  Road,4.0,1.0,110.0,3,1845.0
7733,Sarjapur  Road,2.0,2.0,77.65,2,1233.0
7736,Sarjapur  Road,6.0,3.0,290.0,4,3750.0
7738,Sarjapur  Road,3.0,1.0,112.0,3,1680.0
7739,Sarjapur  Road,2.0,1.0,92.0,2,1255.0
7741,Sarjapur  Road,2.0,1.0,78.0,2,1311.0
7743,Sarjapur  Road,2.0,2.0,75.0,2,1145.0
7744,Sarjapur  Road,2.0,2.0,70.0,3,1300.0
7747,Sarjapur  Road,2.0,2.0,98.94,3,1476.0
7748,Sarjapur  Road,3.0,2.0,170.0,3,2180.0
7751,Sarjapur  Road,3.0,2.0,110.0,3,1750.0
7754,Sarjapur  Road,3.0,2.0,70.0,3,1200.0
7755,Sarjapur  Road,3.0,2.0,200.0,3,2600.0
7756,Sarjapur  Road,5.0,2.0,385.0,5,5965.0
7757,Sarjapur  Road,1.0,1.0,40.0,1,685.0
7759,Sarjapur  Road,5.0,2.0,210.0,3,2720.0
7760,Sarjapur  Road,2.0,1.0,82.0,2,1241.0
7763,Sarjapur  Road,6.0,2.0,280.0,4,3785.0
7764,Sarjapur  Road,1.0,1.0,46.95,1,835.0
7765,Sarjapur  Road,2.0,1.0,76.0,2,1280.0
7768,Sarjapur  Road,2.0,1.0,78.0,2,1263.0
7769,Sarjapur  Road,3.0,1.0,98.0,3,1691.0
7771,Sarjapur  Road,2.0,1.0,83.0,2,1308.0
7772,Sarjapur  Road,3.0,1.0,91.0,3,1592.0
7774,Sarjapur  Road,2.0,2.0,77.0,2,1150.0
7775,Sarjapur  Road,3.0,3.0,120.0,3,1965.0
7776,Sarjapur  Road,4.0,2.0,180.0,3,2275.0
7778,Sarjapur  Road,2.0,2.0,78.0,2,1418.0
7779,Sarjapur  Road,2.0,1.0,93.0,2,1200.0
7782,Sarjapur  Road,2.0,1.0,60.0,2,1115.0
7783,Sarjapur  Road,2.0,2.0,87.0,3,1525.0
7784,Sarjapur  Road,2.0,1.0,71.32,2,1346.0
7785,Sarjapur  Road,7.0,2.0,290.0,5,3905.0
7787,Sarjapur  Road,1.0,2.0,29.0,1,715.0
7788,Sarjapur  Road,2.0,3.0,94.5,2,1230.0
7789,Sarjapur  Road,3.0,3.0,99.0,3,1750.0
7790,Sarjapur  Road,2.0,1.0,62.0,2,1145.0
7791,Sarjapur  Road,3.0,2.0,88.0,3,1500.0
7793,Sarjapur  Road,3.0,3.0,145.0,3,1846.0
7794,Sarjapur  Road,2.0,1.0,60.0,2,1067.0
7796,Sarjapur  Road,3.0,1.0,95.0,3,1700.0
7797,Sarjapur  Road,2.0,1.0,65.0,2,1230.0
7799,Sarjapur  Road,5.0,2.0,280.0,4,3785.0
7800,Sarjapur  Road,3.0,2.0,169.0,3,2556.0
7801,Sarjapur  Road,2.0,2.0,90.0,2,1278.0
7803,Sarjapur  Road,2.0,1.0,99.0,2,1305.0
7804,Sarjapur  Road,3.0,2.0,122.0,3,1755.0
7805,Sarjapur  Road,2.0,2.0,338.0,4,4334.0
7807,Sarjapur  Road,3.0,2.0,93.5,3,1700.0
7809,Sarjapur  Road,2.0,1.0,55.0,2,1060.0
7810,Sarjapur  Road,2.0,1.0,98.0,3,1455.0
7811,Sarjapur  Road,3.0,3.0,140.0,3,1850.0
7812,Sarjapur  Road,1.0,0.0,39.9,1,950.0
7813,Sarjapur  Road,3.0,2.0,130.0,3,1826.0
7816,Sarjapur  Road,2.0,2.0,116.0,3,1660.0
7817,Sarjapur  Road,3.0,3.0,108.0,3,1700.0
7818,Sarjapur  Road,3.0,2.0,85.0,3,1539.0
7819,Sarjapur  Road,2.0,3.0,82.0,3,1489.0
7821,Sarjapur  Road,2.0,2.0,75.0,2,1200.0
7825,Sarjapur  Road,3.0,2.0,183.0,3,3044.0
7827,Sarjapur  Road,4.0,2.0,150.0,3,1877.0
7829,Sarjapur  Road,2.0,2.0,70.0,2,1229.0
7830,Sarjapur  Road,2.0,2.0,70.0,2,1342.0
7831,Sarjapur  Road,3.0,1.0,110.0,3,1711.0
7835,Sarjapur  Road,2.0,1.0,63.5,2,1050.0
7836,Sarjapur  Road,2.0,2.0,102.0,2,1350.0
7837,Sarjapur  Road,4.0,2.0,240.0,4,2990.0
7839,Sarjapur  Road,3.0,3.0,85.0,3,1457.0
7840,Sarjapur  Road,3.0,1.0,135.0,3,1685.0
7842,Sarjapur  Road,3.0,2.0,70.0,3,1200.0
7845,Sarjapur  Road,2.0,1.0,55.0,2,984.0
7848,Sarjapur  Road,2.0,1.0,100.0,2,1320.0
7849,Sarjapur  Road,4.0,1.0,145.0,3,1984.0
7853,Sarjapur  Road,2.0,1.0,89.0,3,1550.0
7854,Sarjapur  Road,3.0,2.0,113.0,3,1691.0
7855,Sarjapur  Road,4.0,2.0,160.0,3,2070.0
7857,Sarjapur  Road,3.0,2.0,90.0,3,1435.0
7859,Sarjapur  Road,2.0,2.0,67.0,2,1262.0
7860,Sarjapur  Road,3.0,2.0,125.0,3,1693.0
7861,Sarjapur  Road,3.0,2.0,125.0,3,1826.0
7862,Sarjapur  Road,3.0,2.0,116.0,3,1660.0
7864,Sarjapur  Road,3.0,1.0,119.0,3,1830.0
7868,Sarjapur  Road,2.0,2.0,68.0,2,1059.0
7870,Sarjapur  Road,3.0,1.0,118.0,3,1700.0
7871,Sarjapur  Road,3.0,3.0,120.0,3,1691.0
7873,Sarjapur  Road,2.0,1.0,75.0,2,1308.0
7874,Sarjapur  Road,3.0,3.0,125.0,3,1580.0
7876,Sarjapur  Road,3.0,3.0,98.0,3,1763.25
7877,Sarjapur  Road,3.0,2.0,130.0,3,1826.0
7878,Sarjapur  Road,2.0,2.0,98.0,3,1550.0
7881,Sarjapur  Road,3.0,2.0,100.0,3,1819.0
7882,Sarjapur  Road,2.0,1.0,59.0,2,984.0
7883,Sarjapur  Road,3.0,2.0,88.0,3,1489.0
7884,Sarjapur  Road,1.0,1.0,52.0,1,702.0
7885,Sarjapur  Road,2.0,1.0,75.0,2,1242.0
7886,Sarjapur  Road,4.0,2.0,185.0,3,2275.0
7887,Sarjapur  Road,3.0,1.0,135.0,3,2100.0
7888,Sarjapur  Road,3.0,2.0,93.5,3,1700.0
7889,Sarjapur  Road,4.0,1.0,110.0,3,1862.0
7890,Sarjapur  Road,4.0,2.0,175.0,3,2275.0
7891,Sarjapur  Road,3.0,2.0,116.0,3,1787.0
7892,Sarjapur  Road,3.0,2.0,93.01,3,1691.0
7893,Sarjapur  Road,2.0,1.0,56.0,2,1028.0
7895,Sarjapur  Road,3.0,2.0,100.0,3,1691.0
7896,Sarjapur  Road,2.0,1.0,60.55,2,1026.0
7897,Sarjapur  Road,2.0,1.0,85.0,2,1350.0
7898,Sarjapur  Road,2.0,1.0,62.0,2,1019.0
7899,Sarjapur  Road,3.0,2.0,235.0,4,3418.0
7900,Sarjapur  Road,1.0,1.0,31.1,1,691.0
7904,Sarjapur  Road,3.0,2.0,145.0,3,1881.0
7905,Sarjapur  Road,4.0,2.0,182.0,3,2275.0
7908,Sarjapur  Road,3.0,2.0,145.0,3,1881.0
7910,Sarjapur  Road,3.0,2.0,211.0,4,2880.0
7911,Sarjapur  Road,2.0,2.0,222.0,4,3418.0
7913,Sarjapur  Road,1.0,1.0,27.0,1,675.0
7914,Sarjapur  Road,2.0,2.0,102.92,3,1773.5
7915,Sarjapur  Road,2.0,1.0,74.03,2,1346.0
7916,Sarjapur  Road,3.0,2.0,119.0,3,1691.0
7917,Sarjapur  Road,2.0,1.0,95.0,2,1335.0
7919,Sarjapur  Road,3.0,2.0,126.0,3,1680.0
7920,Sarjapur  Road,2.0,1.0,68.0,3,1222.0
7921,Sarjapur  Road,4.0,2.0,225.0,4,3420.0
7922,Sarjapur  Road,2.0,1.0,110.0,3,1510.0
7923,Sarjapur  Road,2.0,1.0,78.0,2,1242.0
7925,Sarjapur  Road,2.0,1.0,69.0,2,1129.0
7926,Sarjapur  Road,3.0,2.0,140.0,3,1850.0
7928,Sarjapur  Road,5.0,1.0,175.0,4,2425.0
7929,Sarjapur  Road,2.0,2.0,74.0,2,1323.0
7930,Sarjapur  Road,3.0,2.0,178.0,3,2289.0
7933,Sarjapur  Road,3.0,2.0,130.0,3,2100.0
7934,Sarjapur  Road,1.0,0.0,35.8,1,702.0
7936,Sarjapur  Road,3.0,2.0,128.0,3,1800.0
7938,Sarjapur  Road,2.0,2.0,60.8,2,1026.0
7940,Sarjapur  Road,2.0,2.0,70.0,2,1216.0
7941,Sarjapur  Road,2.0,1.0,62.0,2,1112.0
7944,Sarjapur  Road,2.0,1.0,60.8,2,1026.0
7946,Sarjapur  Road,3.0,1.0,120.0,3,1600.0
7948,Sarjapur  Road,2.0,1.0,74.03,2,1346.0
7949,Sarjapur  Road,1.0,1.0,26.0,1,475.0
7952,Sarjapur  Road,2.0,2.0,116.0,3,1660.0
7955,Sarjapur  Road,2.0,1.0,69.61,2,1346.0
7956,Sarjapur  Road,3.0,2.0,148.0,3,2089.0
7957,Sarjapur  Road,3.0,1.0,98.38,3,1612.0
7958,Sarjapur  Road,2.0,2.0,88.0,2,1290.0
7959,Sarjapur  Road,2.0,1.0,86.0,2,1371.0
7960,Sarjapur  Road,3.0,2.0,139.0,3,2140.0
7961,Sarjapur  Road,2.0,2.0,55.0,2,1044.0
7963,Sarjapur  Road,3.0,2.0,119.0,3,1691.0
7964,Sarjapur  Road,4.0,1.0,180.0,3,2206.0
7965,Sarjapur  Road,2.0,3.0,69.5,2,1309.0
7966,Sarjapur  Road,3.0,2.0,100.0,3,1691.0
7967,Sarjapur  Road,2.0,0.0,80.0,2,1367.0
7970,Sarjapur  Road,4.0,1.0,148.0,3,1984.0
7972,Sarjapur  Road,2.0,1.0,74.03,2,1346.0
7974,Sarjapur  Road,2.0,1.0,58.0,2,1112.0
7975,Sarjapur  Road,2.0,2.0,75.0,2,1340.0
7976,Sarjapur  Road,3.0,2.0,275.0,3,3500.0
7978,Sarjapur  Road,2.0,1.0,70.0,2,1132.0
7980,Sarjapur  Road,5.0,1.0,195.0,4,2425.0
7981,"Sarjapur Road,",3.0,2.0,115.0,3,1929.0
7982,"Sarjapur Road,",4.0,3.0,173.0,4,2425.0
7983,"Sarjapur Road,",3.0,2.0,97.0,3,1636.0
7984,"Sarjapur Road,",3.0,2.0,139.0,3,1936.0
7985,"Sarjapur Road,",2.0,1.0,76.0,2,1275.0
7986,"Sarjapur Road,",2.0,1.0,64.0,2,1182.0
7987,Sarjapura - Attibele Road,2.0,1.0,48.0,3,1330.0
7988,Sarjapura - Attibele Road,2.0,2.0,45.95,3,1329.0
7989,Sarjapura - Attibele Road,2.0,1.0,22.8,2,829.0
7990,Sarjapura - Attibele Road,3.0,3.0,85.0,3,2400.0
7991,Sarjapura - Attibele Road,2.0,2.0,28.41,2,1033.0
7992,Sarjapura - Attibele Road,3.0,3.0,52.0,3,1676.0
7993,Sarjapura - Attibele Road,3.0,2.0,90.0,3,1800.0
7994,Sarjapura - Attibele Road,2.0,2.0,37.0,2,1308.0
7995,Sarjapura - Attibele Road,2.0,2.0,31.77,2,1073.0
7996,Sarjapura - Attibele Road,2.0,1.0,49.0,3,1330.0
7997,Sarjapura - Attibele Road,2.0,1.0,37.0,2,1090.0
7998,Sarjapura - Attibele Road,2.0,1.0,36.0,2,1126.0
7999,Sarjapura - Attibele Road,1.0,1.0,23.65,1,740.0
8000,Sarjapura - Attibele Road,3.0,3.0,52.0,3,1555.0
8001,Sector 1 HSR Layout,1.0,1.0,276.0,1,6000.0
8002,Sector 2 HSR Layout,2.0,1.0,75.0,2,1296.0
8003,Sector 2 HSR Layout,1.0,1.0,60.0,1,794.0
8004,Sector 2 HSR Layout,2.0,2.0,65.0,2,1143.0
8005,Sector 2 HSR Layout,3.0,2.0,110.0,3,1665.0
8006,Sector 2 HSR Layout,3.0,2.0,80.0,3,1512.0
8007,Sector 2 HSR Layout,2.0,2.0,101.0,2,1332.0
8008,Sector 2 HSR Layout,3.0,2.0,90.0,3,1600.0
8009,Sector 2 HSR Layout,2.0,3.0,66.0,2,1231.0
8010,Sector 7 HSR Layout,5.0,1.0,275.0,4,3000.0
8011,Sector 7 HSR Layout,2.0,2.0,98.86,2,1163.0
8012,Sector 7 HSR Layout,3.0,2.0,145.0,3,1760.0
8013,Sector 7 HSR Layout,3.0,2.0,300.0,3,3900.0
8014,Sector 7 HSR Layout,2.0,1.0,98.86,2,1163.0
8015,Sector 7 HSR Layout,2.0,2.0,115.0,2,1342.0
8016,Sector 7 HSR Layout,3.0,2.0,160.0,3,1760.0
8017,Sector 7 HSR Layout,3.0,2.0,142.0,3,1760.0
8018,Sector 7 HSR Layout,2.0,3.0,195.0,3,2400.0
8019,Sector 7 HSR Layout,3.0,2.0,185.0,3,1760.0
8020,Sector 7 HSR Layout,2.0,2.0,98.77,2,1162.0
8021,Seegehalli,2.0,1.0,35.14,2,901.0
8022,Seegehalli,1.0,0.0,50.0,2,800.0
8024,Seegehalli,2.0,2.0,37.5,2,1118.0
8025,Seegehalli,2.0,0.0,62.0,3,1200.0
8026,Seegehalli,2.0,0.0,72.0,2,1155.0
8027,Seegehalli,4.0,2.0,82.0,3,1830.0
8028,Seegehalli,3.0,1.0,235.0,3,4000.0
8031,Seegehalli,2.0,1.0,41.0,2,1096.0
8033,Seegehalli,2.0,1.0,27.0,2,920.0
8034,Seegehalli,3.0,3.0,68.0,3,1553.0
8035,Seegehalli,3.0,3.0,120.0,3,1639.0
8036,Seegehalli,4.0,2.0,235.0,3,3000.0
8037,Seegehalli,2.0,2.0,45.0,2,1134.0
8038,Seegehalli,3.0,3.0,80.0,3,1683.0
8039,Seegehalli,2.0,2.0,50.0,2,1176.0
8040,Seegehalli,4.0,2.0,240.0,3,3000.0
8041,Shampura,2.0,3.0,53.0,2,1200.0
8042,Shampura,3.0,1.0,70.0,3,1400.0
8043,Shampura,3.0,3.0,78.0,3,1475.0
8044,Shampura,3.0,3.0,75.0,3,1700.0
8045,Shivaji Nagar,2.0,2.0,55.0,2,850.0
8046,Shivaji Nagar,3.0,3.0,130.0,2,1554.0
8047,Shivaji Nagar,2.0,0.0,110.0,2,2200.0
8048,Shivaji Nagar,1.0,1.0,306.0,1,3820.0
8049,Shivaji Nagar,2.0,1.0,90.0,3,1460.0
8050,Shivaji Nagar,2.0,2.0,60.0,3,1226.0
8052,Singasandra,2.0,2.0,55.0,2,1030.0
8053,Singasandra,6.0,3.0,195.0,4,3850.0
8054,Singasandra,2.0,1.0,52.0,2,1100.0
8056,Singasandra,2.0,2.0,65.0,2,1300.0
8059,Singasandra,2.0,1.0,40.0,2,1010.0
8060,Singasandra,2.0,3.0,58.0,2,1375.0
8061,Singasandra,2.0,1.0,60.0,2,1120.0
8062,Singasandra,3.0,2.0,75.0,3,1510.0
8063,Singasandra,2.0,2.0,56.0,2,1179.0
8064,Singasandra,2.0,2.0,67.0,2,1416.0
8065,Singasandra,2.0,1.0,73.0,3,1476.0
8066,Singasandra,2.0,1.0,45.0,2,1139.7
8067,Singasandra,2.0,3.0,60.0,2,1465.0
8069,Singasandra,3.0,2.0,85.0,3,1653.0
8070,Somasundara Palya,2.0,2.0,67.0,2,1255.0
8071,Somasundara Palya,2.0,2.0,68.0,2,1448.0
8073,Somasundara Palya,2.0,3.0,73.0,2,1178.0
8074,Somasundara Palya,2.0,1.0,60.0,2,1260.0
8075,Somasundara Palya,2.0,2.0,48.0,2,1033.0
8076,Somasundara Palya,2.0,2.0,70.0,2,1329.0
8077,Somasundara Palya,3.0,2.0,140.0,3,2372.0
8078,Somasundara Palya,2.0,3.0,70.0,2,1185.0
8082,Somasundara Palya,3.0,3.0,140.0,4,2400.0
8083,Somasundara Palya,3.0,2.0,95.0,3,1650.0
8084,Somasundara Palya,2.0,3.0,72.0,2,1186.0
8086,Sompura,2.0,1.0,33.0,2,825.0
8087,Sompura,2.0,3.0,41.0,2,1020.0
8088,Sompura,2.0,2.0,39.0,2,1126.0
8089,Sompura,2.0,1.0,32.0,2,825.0
8090,Sompura,2.0,3.0,45.0,3,1360.0
8091,Sompura,2.0,2.0,47.0,3,1350.0
8092,Sompura,3.0,2.0,85.0,4,2150.0
8094,Sonnenahalli,2.0,1.0,43.75,2,896.0
8095,Sonnenahalli,2.0,2.0,43.0,2,1120.0
8096,Sonnenahalli,2.0,1.0,44.0,2,1100.0
8097,Sonnenahalli,2.0,1.0,50.53,2,1011.0
8098,Sonnenahalli,1.0,0.0,30.715,1,614.5
8099,Sonnenahalli,3.0,1.0,74.18,3,1484.0
8100,Sonnenahalli,3.0,2.0,80.48,3,1610.0
8101,Sonnenahalli,2.0,1.0,65.0,3,1415.0
8102,Sonnenahalli,2.0,1.0,58.0,2,1268.0
8103,Sonnenahalli,2.0,1.0,56.0,2,1268.0
8104,Sonnenahalli,1.0,1.0,30.24,1,605.0
8105,Sonnenahalli,3.0,1.0,75.0,3,1484.0
8106,Subramanyapura,2.0,0.0,50.17,2,929.0
8107,Subramanyapura,2.0,2.0,52.0,2,1200.0
8108,Subramanyapura,2.0,1.0,58.0,2,975.0
8109,Subramanyapura,2.0,2.0,55.0,2,1277.0
8110,Subramanyapura,2.0,1.0,58.0,2,985.0
8111,Subramanyapura,2.0,1.0,68.0,3,1245.0
8112,Subramanyapura,2.0,2.0,73.0,2,1313.0
8113,Subramanyapura,2.0,2.0,66.5,2,1313.0
8114,Subramanyapura,2.0,2.0,79.0,3,1255.0
8115,Subramanyapura,3.0,2.0,72.0,3,1330.0
8116,Subramanyapura,2.0,1.0,48.0,2,929.0
8117,Subramanyapura,2.0,1.0,55.0,2,950.0
8118,Subramanyapura,2.0,1.0,56.0,2,929.0
8120,Subramanyapura,2.0,2.0,76.0,3,1260.0
8122,Subramanyapura,2.0,1.0,55.0,2,960.0
8123,Subramanyapura,2.0,1.0,73.0,3,1260.0
8125,Subramanyapura,3.0,2.0,70.0,3,1278.0
8126,Subramanyapura,2.0,2.0,49.0,2,929.0
8127,Subramanyapura,2.0,1.0,75.0,3,1260.0
8128,Subramanyapura,2.0,1.0,45.0,2,1000.0
8129,Subramanyapura,2.0,1.0,80.0,3,1260.0
